modelo;litografia;nucleos;threads;frequencia;freq_max;cache;consumo;single;multi
E5-2650V2;22;8;16;2,6;3,4;20;95;729;4844
E5-2650V2;22;8;16;2,6;3,4;20;95;564;4644
E5-2650V2;22;8;16;2,6;3,4;20;95;704;4778
E5-2650V2;22;8;16;2,6;3,4;20;95;573;4526
E5-2650V2;22;8;16;2,6;3,4;20;95;623;4789
E5-2650V2;22;8;16;2,6;3,4;20;95;745;5525
E5-2650V2;22;8;16;2,6;3,4;20;95;662;5302
E5-2650V2;22;8;16;2,6;3,4;20;95;705;4528
E5-2650V2;22;8;16;2,6;3,4;20;95;606;3756
E5-2650V2;22;8;16;2,6;3,4;20;95;606;3181
E5-2650V2;22;8;16;2,6;3,4;20;95;626;3256
E5-2650V2;22;8;16;2,6;3,4;20;95;270;3302
E5-2650V2;22;8;16;2,6;3,4;20;95;194;5565
E5-2650V2;22;8;16;2,6;3,4;20;95;515;1935
E5-2650V2;22;8;16;2,6;3,4;20;95;555;1969
E5-2650V2;22;8;16;2,6;3,4;20;95;581;1940
E5-2650V2;22;8;16;2,6;3,4;20;95;593;2242
E5-2650V2;22;8;16;2,6;3,4;20;95;583;4224
E5-2650V2;22;8;16;2,6;3,4;20;95;618;4859
E5-2650V2;22;8;16;2,6;3,4;20;95;531;3139
E5-2650V2;22;8;16;2,6;3,4;20;95;535;2254
E5-2650V2;22;8;16;2,6;3,4;20;95;697;4254
E5-2650V2;22;8;16;2,6;3,4;20;95;665;5007
E5-2650V2;22;8;16;2,6;3,4;20;95;619;4341
E5-2650V2;22;8;16;2,6;3,4;20;95;690;5446
E5-2650V2;22;8;16;2,6;3,4;20;95;580;4777
E5-2650V2;22;8;16;2,6;3,4;20;95;564;5013
E5-2650V2;22;8;16;2,6;3,4;20;95;749;5533
E5-2650V2;22;8;16;2,6;3,4;20;95;764;5640
E5-2650V2;22;8;16;2,6;3,4;20;95;737;5359
E5-2650V2;22;8;16;2,6;3,4;20;95;761;5443
E5-2650V2;22;8;16;2,6;3,4;20;95;760;5527
E5-2650V2;22;8;16;2,6;3,4;20;95;542;3617
E5-2650V2;22;8;16;2,6;3,4;20;95;487;991
E5-2650V2;22;8;16;2,6;3,4;20;95;621;4834
E5-2650V2;22;8;16;2,6;3,4;20;95;629;4487
E5-2650V2;22;8;16;2,6;3,4;20;95;708;4194
E5-2650V2;22;8;16;2,6;3,4;20;95;559;3877
E5-2650V2;22;8;16;2,6;3,4;20;95;538;4425
E5-2650V2;22;8;16;2,6;3,4;20;95;566;4990
E5-2650V2;22;8;16;2,6;3,4;20;95;589;4801
E5-2650V2;22;8;16;2,6;3,4;20;95;589;4917
E5-2650V2;22;8;16;2,6;3,4;20;95;537;4563
E5-2650V2;22;8;16;2,6;3,4;20;95;702;4170
E5-2650V2;22;8;16;2,6;3,4;20;95;601;4040
E5-2650V2;22;8;16;2,6;3,4;20;95;475;3162
E5-2650V2;22;8;16;2,6;3,4;20;95;537;3409
E5-2650V2;22;8;16;2,6;3,4;20;95;529;4955
E5-2650V2;22;8;16;2,6;3,4;20;95;572;906
E5-2650V2;22;8;16;2,6;3,4;20;95;587;4420
E5-2650V2;22;8;16;2,6;3,4;20;95;587;4437
E5-2650V2;22;8;16;2,6;3,4;20;95;589;4771
E5-2650V2;22;8;16;2,6;3,4;20;95;582;4242
E5-2650V2;22;8;16;2,6;3,4;20;95;743;5180
E5-2650V2;22;8;16;2,6;3,4;20;95;632;4688
E5-2650V2;22;8;16;2,6;3,4;20;95;578;3600
E5-2650V2;22;8;16;2,6;3,4;20;95;612;4070
E5-2650V2;22;8;16;2,6;3,4;20;95;681;4028
E5-2650V2;22;8;16;2,6;3,4;20;95;688;4055
E5-2650V2;22;8;16;2,6;3,4;20;95;626;5210
E5-2650V2;22;8;16;2,6;3,4;20;95;686;5209
E5-2650V2;22;8;16;2,6;3,4;20;95;682;4811
E5-2650V2;22;8;16;2,6;3,4;20;95;728;5728
E5-2650V2;22;8;16;2,6;3,4;20;95;549;4626
E5-2650V2;22;8;16;2,6;3,4;20;95;683;3932
E5-2650V2;22;8;16;2,6;3,4;20;95;653;3677
E5-2650V2;22;8;16;2,6;3,4;20;95;656;3658
E5-2650V2;22;8;16;2,6;3,4;20;95;623;3681
E5-2650V2;22;8;16;2,6;3,4;20;95;610;5431
E5-2650V2;22;8;16;2,6;3,4;20;95;787;5055
E5-2650V2;22;8;16;2,6;3,4;20;95;612;4478
E5-2650V2;22;8;16;2,6;3,4;20;95;643;4707
E5-2650V2;22;8;16;2,6;3,4;20;95;512;3055
E5-2650V2;22;8;16;2,6;3,4;20;95;564;4939
E5-2650V2;22;8;16;2,6;3,4;20;95;587;4887
E5-2650V2;22;8;16;2,6;3,4;20;95;615;3132
E5-2650V2;22;8;16;2,6;3,4;20;95;590;4875
E5-2650V2;22;8;16;2,6;3,4;20;95;680;4696
E5-2650V2;22;8;16;2,6;3,4;20;95;587;4389
E5-2650V2;22;8;16;2,6;3,4;20;95;570;4231
E5-2650V2;22;8;16;2,6;3,4;20;95;518;3391
E5-2650V2;22;8;16;2,6;3,4;20;95;554;2730
E5-2650V2;22;8;16;2,6;3,4;20;95;556;1098
E5-2650V2;22;8;16;2,6;3,4;20;95;560;1521
E5-2650V2;22;8;16;2,6;3,4;20;95;582;4237
E5-2650V2;22;8;16;2,6;3,4;20;95;504;3872
E5-2650V2;22;8;16;2,6;3,4;20;95;754;5409
E5-2650V2;22;8;16;2,6;3,4;20;95;738;4874
E5-2650V2;22;8;16;2,6;3,4;20;95;709;4993
E5-2650V2;22;8;16;2,6;3,4;20;95;737;4781
E5-2650V2;22;8;16;2,6;3,4;20;95;512;3131
E5-2650V2;22;8;16;2,6;3,4;20;95;737;4920
E5-2650V2;22;8;16;2,6;3,4;20;95;735;4897
E5-2650V2;22;8;16;2,6;3,4;20;95;725;5232
E5-2650V2;22;8;16;2,6;3,4;20;95;634;4027
E5-2650V2;22;8;16;2,6;3,4;20;95;737;5212
E5-2650V2;22;8;16;2,6;3,4;20;95;711;5304
E5-2650V2;22;8;16;2,6;3,4;20;95;651;4710
E5-2650V2;22;8;16;2,6;3,4;20;95;626;5389
E5-2650V2;22;8;16;2,6;3,4;20;95;707;5786
E5-2650V2;22;8;16;2,6;3,4;20;95;793;5808
E5-2650V2;22;8;16;2,6;3,4;20;95;584;4666
E5-2650V2;22;8;16;2,6;3,4;20;95;619;4626
E5-2650V2;22;8;16;2,6;3,4;20;95;620;3788
E5-2650V2;22;8;16;2,6;3,4;20;95;637;4873
E5-2650V2;22;8;16;2,6;3,4;20;95;581;5077
E5-2650V2;22;8;16;2,6;3,4;20;95;384;3796
E5-2650V2;22;8;16;2,6;3,4;20;95;730;5294
E5-2650V2;22;8;16;2,6;3,4;20;95;826;5108
E5-2650V2;22;8;16;2,6;3,4;20;95;553;4680
E5-2650V2;22;8;16;2,6;3,4;20;95;773;5909
E5-2650V2;22;8;16;2,6;3,4;20;95;422;3162
E5-2650V2;22;8;16;2,6;3,4;20;95;540;2128
E5-2650V2;22;8;16;2,6;3,4;20;95;546;2170
E5-2650V2;22;8;16;2,6;3,4;20;95;554;2454
E5-2650V2;22;8;16;2,6;3,4;20;95;590;4841
E5-2650V2;22;8;16;2,6;3,4;20;95;587;4689
E5-2650V2;22;8;16;2,6;3,4;20;95;240;916
E5-2650V2;22;8;16;2,6;3,4;20;95;544;4508
E5-2650V2;22;8;16;2,6;3,4;20;95;825;4921
E5-2650V2;22;8;16;2,6;3,4;20;95;661;4959
E5-2650V2;22;8;16;2,6;3,4;20;95;736;5135
E5-2650V2;22;8;16;2,6;3,4;20;95;824;4909
E5-2650V2;22;8;16;2,6;3,4;20;95;642;4473
E5-2650V2;22;8;16;2,6;3,4;20;95;642;4450
E5-2650V2;22;8;16;2,6;3,4;20;95;755;5404
E5-2650V2;22;8;16;2,6;3,4;20;95;647;4828
E5-2650V2;22;8;16;2,6;3,4;20;95;559;4521
E5-2650V2;22;8;16;2,6;3,4;20;95;557;4441
E5-2650V2;22;8;16;2,6;3,4;20;95;443;1828
E5-2650V2;22;8;16;2,6;3,4;20;95;450;1862
E5-2650V2;22;8;16;2,6;3,4;20;95;671;4439
E5-2650V2;22;8;16;2,6;3,4;20;95;652;4191
E5-2650V2;22;8;16;2,6;3,4;20;95;606;5752
E5-2650V2;22;8;16;2,6;3,4;20;95;712;4587
E5-2650V2;22;8;16;2,6;3,4;20;95;504;4048
E5-2650V2;22;8;16;2,6;3,4;20;95;564;896
E5-2650V2;22;8;16;2,6;3,4;20;95;546;866
E5-2650V2;22;8;16;2,6;3,4;20;95;619;5455
E5-2650V2;22;8;16;2,6;3,4;20;95;735;4449
E5-2650V2;22;8;16;2,6;3,4;20;95;631;3999
E5-2650V2;22;8;16;2,6;3,4;20;95;646;4421
E5-2650V2;22;8;16;2,6;3,4;20;95;555;4661
E5-2650V2;22;8;16;2,6;3,4;20;95;746;4560
E5-2650V2;22;8;16;2,6;3,4;20;95;745;4566
E5-2650V2;22;8;16;2,6;3,4;20;95;556;4987
E5-2650V2;22;8;16;2,6;3,4;20;95;273;2149
E5-2650V2;22;8;16;2,6;3,4;20;95;601;5177
E5-2650V2;22;8;16;2,6;3,4;20;95;762;5591
E5-2650V2;22;8;16;2,6;3,4;20;95;556;5206
E5-2650V2;22;8;16;2,6;3,4;20;95;705;2397
E5-2650V2;22;8;16;2,6;3,4;20;95;751;5965
E5-2650V2;22;8;16;2,6;3,4;20;95;738;5423
E5-2650V2;22;8;16;2,6;3,4;20;95;709;5452
E5-2650V2;22;8;16;2,6;3,4;20;95;661;4949
E5-2650V2;22;8;16;2,6;3,4;20;95;548;4796
E5-2650V2;22;8;16;2,6;3,4;20;95;556;4591
E5-2650V2;22;8;16;2,6;3,4;20;95;566;3453
E5-2650V2;22;8;16;2,6;3,4;20;95;658;4075
E5-2650V2;22;8;16;2,6;3,4;20;95;642;4490
E5-2650V2;22;8;16;2,6;3,4;20;95;796;5783
E5-2650V2;22;8;16;2,6;3,4;20;95;582;4114
E5-2650V2;22;8;16;2,6;3,4;20;95;566;5346
E5-2650V2;22;8;16;2,6;3,4;20;95;552;4514
E5-2650V2;22;8;16;2,6;3,4;20;95;604;4920
E5-2650V2;22;8;16;2,6;3,4;20;95;561;4372
E5-2650V2;22;8;16;2,6;3,4;20;95;542;999
E5-2650V2;22;8;16;2,6;3,4;20;95;635;4063
E5-2650V2;22;8;16;2,6;3,4;20;95;558;4518
E5-2650V2;22;8;16;2,6;3,4;20;95;785;5727
E5-2650V2;22;8;16;2,6;3,4;20;95;596;4697
E5-2650V2;22;8;16;2,6;3,4;20;95;738;5284
E5-2650V2;22;8;16;2,6;3,4;20;95;566;4541
E5-2650V2;22;8;16;2,6;3,4;20;95;739;5268
E5-2650V2;22;8;16;2,6;3,4;20;95;598;3805
E5-2650V2;22;8;16;2,6;3,4;20;95;563;4332
E5-2650V2;22;8;16;2,6;3,4;20;95;575;4348
E5-2650V2;22;8;16;2,6;3,4;20;95;737;5284
E5-2650V2;22;8;16;2,6;3,4;20;95;737;5274
E5-2650V2;22;8;16;2,6;3,4;20;95;739;5265
E5-2650V2;22;8;16;2,6;3,4;20;95;567;4627
E5-2650V2;22;8;16;2,6;3,4;20;95;634;4322
E5-2650V2;22;8;16;2,6;3,4;20;95;665;4622
E5-2650V2;22;8;16;2,6;3,4;20;95;558;2958
E5-2650V2;22;8;16;2,6;3,4;20;95;679;4430
E5-2650V2;22;8;16;2,6;3,4;20;95;564;4223
E5-2650V2;22;8;16;2,6;3,4;20;95;567;4638
E5-2650V2;22;8;16;2,6;3,4;20;95;730;5256
E5-2650V2;22;8;16;2,6;3,4;20;95;727;5266
E5-2650V2;22;8;16;2,6;3,4;20;95;729;5261
E5-2650V2;22;8;16;2,6;3,4;20;95;566;5312
E5-2650V2;22;8;16;2,6;3,4;20;95;597;3118
E5-2650V2;22;8;16;2,6;3,4;20;95;670;5399
E5-2650V2;22;8;16;2,6;3,4;20;95;511;5433
E5-2650V2;22;8;16;2,6;3,4;20;95;622;5114
E5-2650V2;22;8;16;2,6;3,4;20;95;585;5099
E5-2650V2;22;8;16;2,6;3,4;20;95;565;5087
E5-2650V2;22;8;16;2,6;3,4;20;95;561;4931
E5-2650V2;22;8;16;2,6;3,4;20;95;582;4092
E5-2650V2;22;8;16;2,6;3,4;20;95;575;3922
E5-2650V2;22;8;16;2,6;3,4;20;95;566;4647
E5-2650V2;22;8;16;2,6;3,4;20;95;543;5080
E5-2650V2;22;8;16;2,6;3,4;20;95;634;4536
E5-2650V2;22;8;16;2,6;3,4;20;95;633;4914
E5-2650V2;22;8;16;2,6;3,4;20;95;583;5399
E5-2650V2;22;8;16;2,6;3,4;20;95;280;3039
E5-2650V2;22;8;16;2,6;3,4;20;95;583;4280
E5-2650V2;22;8;16;2,6;3,4;20;95;588;4295
E5-2650V2;22;8;16;2,6;3,4;20;95;564;4649
E5-2650V2;22;8;16;2,6;3,4;20;95;648;3817
E5-2650V2;22;8;16;2,6;3,4;20;95;460;3019
E5-2650V2;22;8;16;2,6;3,4;20;95;595;4430
E5-2650V2;22;8;16;2,6;3,4;20;95;548;5195
E5-2650V2;22;8;16;2,6;3,4;20;95;545;4175
E5-2650V2;22;8;16;2,6;3,4;20;95;624;622
E5-2650V2;22;8;16;2,6;3,4;20;95;590;4294
E5-2650V2;22;8;16;2,6;3,4;20;95;532;5401
E5-2650V2;22;8;16;2,6;3,4;20;95;710;4844
E5-2650V2;22;8;16;2,6;3,4;20;95;564;5265
E5-2650V2;22;8;16;2,6;3,4;20;95;610;5478
E5-2650V2;22;8;16;2,6;3,4;20;95;481;789
E5-2650V2;22;8;16;2,6;3,4;20;95;611;5479
E5-2650V2;22;8;16;2,6;3,4;20;95;694;5293
E5-2650V2;22;8;16;2,6;3,4;20;95;712;3815
E5-2650V2;22;8;16;2,6;3,4;20;95;691;3786
E5-2650V2;22;8;16;2,6;3,4;20;95;770;5563
E5-2650V2;22;8;16;2,6;3,4;20;95;605;4851
E5-2650V2;22;8;16;2,6;3,4;20;95;562;5368
E5-2650V2;22;8;16;2,6;3,4;20;95;581;5348
E5-2650V2;22;8;16;2,6;3,4;20;95;660;5373
E5-2650V2;22;8;16;2,6;3,4;20;95;651;1548
E5-2650V2;22;8;16;2,6;3,4;20;95;671;1594
E5-2650V2;22;8;16;2,6;3,4;20;95;688;1840
E5-2650V2;22;8;16;2,6;3,4;20;95;719;1985
E5-2650V2;22;8;16;2,6;3,4;20;95;587;1807
E5-2650V2;22;8;16;2,6;3,4;20;95;685;4735
E5-2650V2;22;8;16;2,6;3,4;20;95;572;4544
E5-2650V2;22;8;16;2,6;3,4;20;95;724;4866
E5-2650V2;22;8;16;2,6;3,4;20;95;650;3776
E5-2650V2;22;8;16;2,6;3,4;20;95;578;3776
E5-2650V2;22;8;16;2,6;3,4;20;95;550;4751
E5-2650V2;22;8;16;2,6;3,4;20;95;687;4509
E5-2650V2;22;8;16;2,6;3,4;20;95;738;4716
E5-2650V2;22;8;16;2,6;3,4;20;95;571;1895
E5-2650V2;22;8;16;2,6;3,4;20;95;570;1884
E5-2650V2;22;8;16;2,6;3,4;20;95;581;2067
E5-2650V2;22;8;16;2,6;3,4;20;95;659;5392
E5-2650V2;22;8;16;2,6;3,4;20;95;744;5465
E5-2650V2;22;8;16;2,6;3,4;20;95;634;4872
E5-2650V2;22;8;16;2,6;3,4;20;95;559;5237
E5-2650V2;22;8;16;2,6;3,4;20;95;586;4293
E5-2650V2;22;8;16;2,6;3,4;20;95;659;5262
E5-2650V2;22;8;16;2,6;3,4;20;95;579;4678
E5-2650V2;22;8;16;2,6;3,4;20;95;571;4440
E5-2650V2;22;8;16;2,6;3,4;20;95;694;4538
E5-2650V2;22;8;16;2,6;3,4;20;95;731;5872
E5-2650V2;22;8;16;2,6;3,4;20;95;749;5262
E5-2650V2;22;8;16;2,6;3,4;20;95;650;4816
E5-2650V2;22;8;16;2,6;3,4;20;95;612;4588
E5-2650V2;22;8;16;2,6;3,4;20;95;717;5380
E5-2650V2;22;8;16;2,6;3,4;20;95;268;3315
E5-2650V2;22;8;16;2,6;3,4;20;95;660;5391
E5-2650V2;22;8;16;2,6;3,4;20;95;418;3674
E5-2650V2;22;8;16;2,6;3,4;20;95;720;5233
E5-2650V2;22;8;16;2,6;3,4;20;95;726;5151
E5-2650V2;22;8;16;2,6;3,4;20;95;556;5277
E5-2650V2;22;8;16;2,6;3,4;20;95;606;5431
E5-2650V2;22;8;16;2,6;3,4;20;95;571;4664
E5-2650V2;22;8;16;2,6;3,4;20;95;742;5289
E5-2650V2;22;8;16;2,6;3,4;20;95;576;4658
E5-2650V2;22;8;16;2,6;3,4;20;95;744;5371
E5-2650V2;22;8;16;2,6;3,4;20;95;657;5072
E5-2650V2;22;8;16;2,6;3,4;20;95;650;4626
E5-2650V2;22;8;16;2,6;3,4;20;95;567;4795
E5-2650V2;22;8;16;2,6;3,4;20;95;739;5475
E5-2650V2;22;8;16;2,6;3,4;20;95;567;4833
E5-2650V2;22;8;16;2,6;3,4;20;95;668;4791
E5-2650V2;22;8;16;2,6;3,4;20;95;716;5279
E5-2650V2;22;8;16;2,6;3,4;20;95;713;5227
E5-2650V2;22;8;16;2,6;3,4;20;95;767;5431
E5-2650V2;22;8;16;2,6;3,4;20;95;727;5258
E5-2650V2;22;8;16;2,6;3,4;20;95;400;1457
E5-2650V2;22;8;16;2,6;3,4;20;95;603;2147
E5-2650V2;22;8;16;2,6;3,4;20;95;732;5355
E5-2650V2;22;8;16;2,6;3,4;20;95;610;5558
E5-2650V2;22;8;16;2,6;3,4;20;95;607;5553
E5-2650V2;22;8;16;2,6;3,4;20;95;586;4721
E5-2650V2;22;8;16;2,6;3,4;20;95;603;4090
E5-2650V2;22;8;16;2,6;3,4;20;95;605;3760
E5-2650V2;22;8;16;2,6;3,4;20;95;728;5226
E5-2650V2;22;8;16;2,6;3,4;20;95;555;5174
E5-2650V2;22;8;16;2,6;3,4;20;95;753;5021
E5-2650V2;22;8;16;2,6;3,4;20;95;616;4699
E5-2650V2;22;8;16;2,6;3,4;20;95;720;4523
E5-2650V2;22;8;16;2,6;3,4;20;95;706;5324
E5-2650V2;22;8;16;2,6;3,4;20;95;667;5156
E5-2650V2;22;8;16;2,6;3,4;20;95;689;4680
E5-2650V2;22;8;16;2,6;3,4;20;95;708;5260
E5-2650V2;22;8;16;2,6;3,4;20;95;541;4917
E5-2650V2;22;8;16;2,6;3,4;20;95;662;5431
E5-2650V2;22;8;16;2,6;3,4;20;95;487;4276
E5-2650V2;22;8;16;2,6;3,4;20;95;563;4419
E5-2650V2;22;8;16;2,6;3,4;20;95;564;5420
E5-2650V2;22;8;16;2,6;3,4;20;95;753;5525
E5-2650V2;22;8;16;2,6;3,4;20;95;758;5222
E5-2650V2;22;8;16;2,6;3,4;20;95;741;5512
E5-2650V2;22;8;16;2,6;3,4;20;95;666;5194
E5-2650V2;22;8;16;2,6;3,4;20;95;743;5197
E5-2650V2;22;8;16;2,6;3,4;20;95;678;5135
E5-2650V2;22;8;16;2,6;3,4;20;95;736;5383
E5-2650V2;22;8;16;2,6;3,4;20;95;731;5378
E5-2650V2;22;8;16;2,6;3,4;20;95;668;5250
E5-2650V2;22;8;16;2,6;3,4;20;95;661;4658
E5-2650V2;22;8;16;2,6;3,4;20;95;548;5407
E5-2650V2;22;8;16;2,6;3,4;20;95;664;5043
E5-2650V2;22;8;16;2,6;3,4;20;95;779;5712
E5-2650V2;22;8;16;2,6;3,4;20;95;648;5404
E5-2650V2;22;8;16;2,6;3,4;20;95;624;4760
E5-2650V2;22;8;16;2,6;3,4;20;95;739;5527
E5-2650V2;22;8;16;2,6;3,4;20;95;700;4757
E5-2650V2;22;8;16;2,6;3,4;20;95;572;4879
E5-2650V2;22;8;16;2,6;3,4;20;95;558;5190
E5-2650V2;22;8;16;2,6;3,4;20;95;634;4721
E5-2650V2;22;8;16;2,6;3,4;20;95;691;4903
E5-2650V2;22;8;16;2,6;3,4;20;95;635;4991
E5-2650V2;22;8;16;2,6;3,4;20;95;780;5722
E5-2650V2;22;8;16;2,6;3,4;20;95;403;1968
E5-2650V2;22;8;16;2,6;3,4;20;95;659;5047
E5-2650V2;22;8;16;2,6;3,4;20;95;748;4464
E5-2650V2;22;8;16;2,6;3,4;20;95;684;4681
E5-2650V2;22;8;16;2,6;3,4;20;95;708;4627
E5-2650V2;22;8;16;2,6;3,4;20;95;727;5505
E5-2650V2;22;8;16;2,6;3,4;20;95;774;5276
E5-2650V2;22;8;16;2,6;3,4;20;95;754;5595
E5-2650V2;22;8;16;2,6;3,4;20;95;599;5437
E5-2650V2;22;8;16;2,6;3,4;20;95;640;1812
E5-2650V2;22;8;16;2,6;3,4;20;95;676;1807
E5-2650V2;22;8;16;2,6;3,4;20;95;592;2734
E5-2650V2;22;8;16;2,6;3,4;20;95;647;3341
E5-2650V2;22;8;16;2,6;3,4;20;95;610;5426
E5-2650V2;22;8;16;2,6;3,4;20;95;601;5402
E5-2650V2;22;8;16;2,6;3,4;20;95;609;5422
E5-2650V2;22;8;16;2,6;3,4;20;95;648;5405
E5-2650V2;22;8;16;2,6;3,4;20;95;636;5375
E5-2650V2;22;8;16;2,6;3,4;20;95;587;4643
E5-2650V2;22;8;16;2,6;3,4;20;95;592;4541
E5-2650V2;22;8;16;2,6;3,4;20;95;666;5043
E5-2650V2;22;8;16;2,6;3,4;20;95;338;1955
E5-2650V2;22;8;16;2,6;3,4;20;95;550;5003
E5-2650V2;22;8;16;2,6;3,4;20;95;660;5037
E5-2650V2;22;8;16;2,6;3,4;20;95;556;4427
E5-2650V2;22;8;16;2,6;3,4;20;95;606;5470
E5-2650V2;22;8;16;2,6;3,4;20;95;766;4938
E5-2650V2;22;8;16;2,6;3,4;20;95;748;4914
E5-2650V2;22;8;16;2,6;3,4;20;95;585;5366
E5-2650V2;22;8;16;2,6;3,4;20;95;307;1969
E5-2650V2;22;8;16;2,6;3,4;20;95;334;2344
E5-2650V2;22;8;16;2,6;3,4;20;95;675;5141
E5-2650V2;22;8;16;2,6;3,4;20;95;560;5118
E5-2650V2;22;8;16;2,6;3,4;20;95;594;4568
E5-2650V2;22;8;16;2,6;3,4;20;95;766;5718
E5-2650V2;22;8;16;2,6;3,4;20;95;648;4678
E5-2650V2;22;8;16;2,6;3,4;20;95;723;5760
E5-2650V2;22;8;16;2,6;3,4;20;95;521;1761
E5-2650V2;22;8;16;2,6;3,4;20;95;546;4383
E5-2650V2;22;8;16;2,6;3,4;20;95;617;639
E5-2650V2;22;8;16;2,6;3,4;20;95;558;5307
E5-2650V2;22;8;16;2,6;3,4;20;95;490;462
E5-2650V2;22;8;16;2,6;3,4;20;95;666;4581
E5-2650V2;22;8;16;2,6;3,4;20;95;540;4138
E5-2650V2;22;8;16;2,6;3,4;20;95;711;5050
E5-2650V2;22;8;16;2,6;3,4;20;95;661;4807
E5-2650V2;22;8;16;2,6;3,4;20;95;656;4645
E5-2650V2;22;8;16;2,6;3,4;20;95;592;4671
E5-2650V2;22;8;16;2,6;3,4;20;95;688;4444
E5-2650V2;22;8;16;2,6;3,4;20;95;624;624
E5-2650V2;22;8;16;2,6;3,4;20;95;605;610
E5-2650V2;22;8;16;2,6;3,4;20;95;614;608
E5-2650V2;22;8;16;2,6;3,4;20;95;613;597
E5-2650V2;22;8;16;2,6;3,4;20;95;592;5303
E5-2650V2;22;8;16;2,6;3,4;20;95;595;5257
E5-2650V2;22;8;16;2,6;3,4;20;95;638;5299
E5-2650V2;22;8;16;2,6;3,4;20;95;569;5203
E5-2650V2;22;8;16;2,6;3,4;20;95;551;4664
E5-2650V2;22;8;16;2,6;3,4;20;95;370;4153
E5-2650V2;22;8;16;2,6;3,4;20;95;563;5203
E5-2650V2;22;8;16;2,6;3,4;20;95;477;3209
E5-2650V2;22;8;16;2,6;3,4;20;95;660;4797
E5-2650V2;22;8;16;2,6;3,4;20;95;549;4914
E5-2650V2;22;8;16;2,6;3,4;20;95;592;4755
E5-2650V2;22;8;16;2,6;3,4;20;95;669;4624
E5-2650V2;22;8;16;2,6;3,4;20;95;565;3399
E5-2650V2;22;8;16;2,6;3,4;20;95;716;4513
E5-2650V2;22;8;16;2,6;3,4;20;95;621;613
E5-2650V2;22;8;16;2,6;3,4;20;95;555;3437
E5-2650V2;22;8;16;2,6;3,4;20;95;652;667
E5-2650V2;22;8;16;2,6;3,4;20;95;661;5022
E5-2650V2;22;8;16;2,6;3,4;20;95;718;5125
E5-2650V2;22;8;16;2,6;3,4;20;95;649;674
E5-2650V2;22;8;16;2,6;3,4;20;95;660;684
E5-2650V2;22;8;16;2,6;3,4;20;95;557;5270
E5-2650V2;22;8;16;2,6;3,4;20;95;665;5468
E5-2650V2;22;8;16;2,6;3,4;20;95;568;5404
E5-2650V2;22;8;16;2,6;3,4;20;95;587;5396
E5-2650V2;22;8;16;2,6;3,4;20;95;553;5320
E5-2650V2;22;8;16;2,6;3,4;20;95;606;5402
E5-2650V2;22;8;16;2,6;3,4;20;95;555;5273
E5-2650V2;22;8;16;2,6;3,4;20;95;563;5354
E5-2650V2;22;8;16;2,6;3,4;20;95;565;5358
E5-2650V2;22;8;16;2,6;3,4;20;95;564;5361
E5-2650V2;22;8;16;2,6;3,4;20;95;565;5368
E5-2650V2;22;8;16;2,6;3,4;20;95;558;5350
E5-2650V2;22;8;16;2,6;3,4;20;95;687;5351
E5-2650V2;22;8;16;2,6;3,4;20;95;747;5205
E5-2650V2;22;8;16;2,6;3,4;20;95;701;5083
E5-2650V2;22;8;16;2,6;3,4;20;95;603;5394
E5-2650V2;22;8;16;2,6;3,4;20;95;569;5389
E5-2650V2;22;8;16;2,6;3,4;20;95;601;5387
E5-2650V2;22;8;16;2,6;3,4;20;95;616;5389
E5-2650V2;22;8;16;2,6;3,4;20;95;581;5397
E5-2650V2;22;8;16;2,6;3,4;20;95;713;5145
E5-2650V2;22;8;16;2,6;3,4;20;95;573;5349
E5-2650V2;22;8;16;2,6;3,4;20;95;573;4762
E5-2650V2;22;8;16;2,6;3,4;20;95;595;1911
E5-2650V2;22;8;16;2,6;3,4;20;95;599;1928
E5-2650V2;22;8;16;2,6;3,4;20;95;590;1798
E5-2650V2;22;8;16;2,6;3,4;20;95;615;2352
E5-2650V2;22;8;16;2,6;3,4;20;95;638;4807
E5-2650V2;22;8;16;2,6;3,4;20;95;706;4806
E5-2650V2;22;8;16;2,6;3,4;20;95;705;5607
E5-2650V2;22;8;16;2,6;3,4;20;95;551;5298
E5-2650V2;22;8;16;2,6;3,4;20;95;596;4913
E5-2650V2;22;8;16;2,6;3,4;20;95;567;4730
E5-2650V2;22;8;16;2,6;3,4;20;95;563;4547
E5-2650V2;22;8;16;2,6;3,4;20;95;564;4640
E5-2650V2;22;8;16;2,6;3,4;20;95;598;4252
E5-2650V2;22;8;16;2,6;3,4;20;95;645;4418
E5-2650V2;22;8;16;2,6;3,4;20;95;708;4692
E5-2650V2;22;8;16;2,6;3,4;20;95;598;5416
E5-2650V2;22;8;16;2,6;3,4;20;95;568;5319
E5-2650V2;22;8;16;2,6;3,4;20;95;609;5401
E5-2650V2;22;8;16;2,6;3,4;20;95;595;5415
E5-2650V2;22;8;16;2,6;3,4;20;95;613;5407
E5-2650V2;22;8;16;2,6;3,4;20;95;588;5401
E5-2650V2;22;8;16;2,6;3,4;20;95;563;4681
E5-2650V2;22;8;16;2,6;3,4;20;95;567;4525
E5-2650V2;22;8;16;2,6;3,4;20;95;721;5160
E5-2650V2;22;8;16;2,6;3,4;20;95;390;2375
E5-2650V2;22;8;16;2,6;3,4;20;95;639;4957
E5-2650V2;22;8;16;2,6;3,4;20;95;532;5280
