modelo;litografia;nucleos;threads;frequencia;freq_max;cache;consumo;single;multi
E5-2680;32;8;16;2,7;3,5;20;130;768;4684
E5-2680;32;8;16;2,7;3,5;20;130;769;4751
E5-2680;32;8;16;2,7;3,5;20;130;419;3997
E5-2680;32;8;16;2,7;3,5;20;130;389;3972
E5-2680;32;8;16;2,7;3,5;20;130;437;4029
E5-2680;32;8;16;2,7;3,5;20;130;383;4119
E5-2680;32;8;16;2,7;3,5;20;130;655;4191
E5-2680;32;8;16;2,7;3,5;20;130;648;4518
E5-2680;32;8;16;2,7;3,5;20;130;729;4479
E5-2680;32;8;16;2,7;3,5;20;130;551;3964
E5-2680;32;8;16;2,7;3,5;20;130;707;5044
E5-2680;32;8;16;2,7;3,5;20;130;616;606
E5-2680;32;8;16;2,7;3,5;20;130;719;5291
E5-2680;32;8;16;2,7;3,5;20;130;773;5548
E5-2680;32;8;16;2,7;3,5;20;130;613;5003
E5-2680;32;8;16;2,7;3,5;20;130;681;4504
E5-2680;32;8;16;2,7;3,5;20;130;681;5039
E5-2680;32;8;16;2,7;3,5;20;130;773;5507
E5-2680;32;8;16;2,7;3,5;20;130;740;5512
E5-2680;32;8;16;2,7;3,5;20;130;618;5258
E5-2680;32;8;16;2,7;3,5;20;130;640;5030
E5-2680;32;8;16;2,7;3,5;20;130;669;5207
E5-2680;32;8;16;2,7;3,5;20;130;700;4849
E5-2680;32;8;16;2,7;3,5;20;130;645;4749
E5-2680;32;8;16;2,7;3,5;20;130;724;5225
E5-2680;32;8;16;2,7;3,5;20;130;546;4721
E5-2680;32;8;16;2,7;3,5;20;130;518;4590
E5-2680;32;8;16;2,7;3,5;20;130;437;4112
E5-2680;32;8;16;2,7;3,5;20;130;714;5247
E5-2680;32;8;16;2,7;3,5;20;130;612;4617
E5-2680;32;8;16;2,7;3,5;20;130;733;4872
E5-2680;32;8;16;2,7;3,5;20;130;730;5011
E5-2680;32;8;16;2,7;3,5;20;130;550;5112
E5-2680;32;8;16;2,7;3,5;20;130;790;4787
E5-2680;32;8;16;2,7;3,5;20;130;731;4861
E5-2680;32;8;16;2,7;3,5;20;130;741;5214
E5-2680;32;8;16;2,7;3,5;20;130;718;5137
E5-2680;32;8;16;2,7;3,5;20;130;743;5212
E5-2680;32;8;16;2,7;3,5;20;130;709;4568
E5-2680;32;8;16;2,7;3,5;20;130;556;2091
E5-2680;32;8;16;2,7;3,5;20;130;526;4828
E5-2680;32;8;16;2,7;3,5;20;130;534;3704
E5-2680;32;8;16;2,7;3,5;20;130;545;3738
E5-2680;32;8;16;2,7;3,5;20;130;676;4141
E5-2680;32;8;16;2,7;3,5;20;130;581;3875
E5-2680;32;8;16;2,7;3,5;20;130;636;3622
E5-2680;32;8;16;2,7;3,5;20;130;555;5203
E5-2680;32;8;16;2,7;3,5;20;130;563;1822
E5-2680;32;8;16;2,7;3,5;20;130;661;1851
E5-2680;32;8;16;2,7;3,5;20;130;679;1893
E5-2680;32;8;16;2,7;3,5;20;130;717;2267
E5-2680;32;8;16;2,7;3,5;20;130;719;5121
E5-2680;32;8;16;2,7;3,5;20;130;701;5243
E5-2680;32;8;16;2,7;3,5;20;130;537;4214
E5-2680;32;8;16;2,7;3,5;20;130;730;5644
E5-2680;32;8;16;2,7;3,5;20;130;591;3924
E5-2680;32;8;16;2,7;3,5;20;130;757;4165
E5-2680;32;8;16;2,7;3,5;20;130;746;4100
E5-2680;32;8;16;2,7;3,5;20;130;767;5397
E5-2680;32;8;16;2,7;3,5;20;130;505;3534
E5-2680;32;8;16;2,7;3,5;20;130;487;3707
E5-2680;32;8;16;2,7;3,5;20;130;508;3470
E5-2680;32;8;16;2,7;3,5;20;130;466;3377
E5-2680;32;8;16;2,7;3,5;20;130;678;5008
E5-2680;32;8;16;2,7;3,5;20;130;641;5213
E5-2680;32;8;16;2,7;3,5;20;130;731;5338
E5-2680;32;8;16;2,7;3,5;20;130;549;4960
E5-2680;32;8;16;2,7;3,5;20;130;622;3933
E5-2680;32;8;16;2,7;3,5;20;130;711;4911
E5-2680;32;8;16;2,7;3,5;20;130;542;4794
E5-2680;32;8;16;2,7;3,5;20;130;714;5025
E5-2680;32;8;16;2,7;3,5;20;130;695;4466
E5-2680;32;8;16;2,7;3,5;20;130;631;649
E5-2680;32;8;16;2,7;3,5;20;130;675;5227
E5-2680;32;8;16;2,7;3,5;20;130;774;4837
E5-2680;32;8;16;2,7;3,5;20;130;712;5262
E5-2680;32;8;16;2,7;3,5;20;130;643;5086
E5-2680;32;8;16;2,7;3,5;20;130;444;3612
E5-2680;32;8;16;2,7;3,5;20;130;700;5174
E5-2680;32;8;16;2,7;3,5;20;130;570;5148
E5-2680;32;8;16;2,7;3,5;20;130;650;5274
E5-2680;32;8;16;2,7;3,5;20;130;749;3833
E5-2680;32;8;16;2,7;3,5;20;130;706;5253
E5-2680;32;8;16;2,7;3,5;20;130;376;3927
E5-2680;32;8;16;2,7;3,5;20;130;388;3987
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;747;5333
E5-2680;32;8;16;2,7;3,5;20;130;741;5315
E5-2680;32;8;16;2,7;3,5;20;130;784;5559
E5-2680;32;8;16;2,7;3,5;20;130;712;4863
E5-2680;32;8;16;2,7;3,5;20;130;569;4813
E5-2680;32;8;16;2,7;3,5;20;130;779;5530
E5-2680;32;8;16;2,7;3,5;20;130;781;4876
E5-2680;32;8;16;2,7;3,5;20;130;781;5041
E5-2680;32;8;16;2,7;3,5;20;130;782;4951
E5-2680;32;8;16;2,7;3,5;20;130;786;5495
E5-2680;32;8;16;2,7;3,5;20;130;781;5065
E5-2680;32;8;16;2,7;3,5;20;130;783;5645
E5-2680;32;8;16;2,7;3,5;20;130;784;5545
E5-2680;32;8;16;2,7;3,5;20;130;806;5380
E5-2680;32;8;16;2,7;3,5;20;130;457;1272
E5-2680;32;8;16;2,7;3,5;20;130;549;1130
E5-2680;32;8;16;2,7;3,5;20;130;653;1163
E5-2680;32;8;16;2,7;3,5;20;130;673;1125
E5-2680;32;8;16;2,7;3,5;20;130;693;1170
E5-2680;32;8;16;2,7;3,5;20;130;728;1844
E5-2680;32;8;16;2,7;3,5;20;130;405;2570
E5-2680;32;8;16;2,7;3,5;20;130;641;4220
E5-2680;32;8;16;2,7;3,5;20;130;640;4486
E5-2680;32;8;16;2,7;3,5;20;130;577;4284
E5-2680;32;8;16;2,7;3,5;20;130;425;3578
E5-2680;32;8;16;2,7;3,5;20;130;658;5305
E5-2680;32;8;16;2,7;3,5;20;130;576;4730
E5-2680;32;8;16;2,7;3,5;20;130;578;3967
E5-2680;32;8;16;2,7;3,5;20;130;578;4091
E5-2680;32;8;16;2,7;3,5;20;130;607;4847
E5-2680;32;8;16;2,7;3,5;20;130;539;4605
E5-2680;32;8;16;2,7;3,5;20;130;547;4740
E5-2680;32;8;16;2,7;3,5;20;130;628;3932
E5-2680;32;8;16;2,7;3,5;20;130;581;4247
E5-2680;32;8;16;2,7;3,5;20;130;558;4062
E5-2680;32;8;16;2,7;3,5;20;130;422;4009
E5-2680;32;8;16;2,7;3,5;20;130;768;4865
E5-2680;32;8;16;2,7;3,5;20;130;615;3726
E5-2680;32;8;16;2,7;3,5;20;130;595;5077
E5-2680;32;8;16;2,7;3,5;20;130;426;4113
E5-2680;32;8;16;2,7;3,5;20;130;689;5102
E5-2680;32;8;16;2,7;3,5;20;130;426;4053
E5-2680;32;8;16;2,7;3,5;20;130;694;4613
E5-2680;32;8;16;2,7;3,5;20;130;441;4004
E5-2680;32;8;16;2,7;3,5;20;130;442;3953
E5-2680;32;8;16;2,7;3,5;20;130;322;2387
E5-2680;32;8;16;2,7;3,5;20;130;700;4433
E5-2680;32;8;16;2,7;3,5;20;130;506;4614
E5-2680;32;8;16;2,7;3,5;20;130;713;4805
E5-2680;32;8;16;2,7;3,5;20;130;550;5083
E5-2680;32;8;16;2,7;3,5;20;130;534;4964
E5-2680;32;8;16;2,7;3,5;20;130;643;4474
E5-2680;32;8;16;2,7;3,5;20;130;689;4614
E5-2680;32;8;16;2,7;3,5;20;130;761;4841
E5-2680;32;8;16;2,7;3,5;20;130;592;3214
E5-2680;32;8;16;2,7;3,5;20;130;785;5545
E5-2680;32;8;16;2,7;3,5;20;130;550;3460
E5-2680;32;8;16;2,7;3,5;20;130;198;1717
E5-2680;32;8;16;2,7;3,5;20;130;317;1837
E5-2680;32;8;16;2,7;3,5;20;130;617;3360
E5-2680;32;8;16;2,7;3,5;20;130;668;5089
E5-2680;32;8;16;2,7;3,5;20;130;703;4537
E5-2680;32;8;16;2,7;3,5;20;130;736;4808
E5-2680;32;8;16;2,7;3,5;20;130;656;5058
E5-2680;32;8;16;2,7;3,5;20;130;642;4265
E5-2680;32;8;16;2,7;3,5;20;130;716;5245
E5-2680;32;8;16;2,7;3,5;20;130;592;5304
E5-2680;32;8;16;2,7;3,5;20;130;555;5135
E5-2680;32;8;16;2,7;3,5;20;130;593;5286
E5-2680;32;8;16;2,7;3,5;20;130;598;5126
E5-2680;32;8;16;2,7;3,5;20;130;614;4833
E5-2680;32;8;16;2,7;3,5;20;130;710;4608
E5-2680;32;8;16;2,7;3,5;20;130;559;5164
E5-2680;32;8;16;2,7;3,5;20;130;685;4570
E5-2680;32;8;16;2,7;3,5;20;130;673;4696
E5-2680;32;8;16;2,7;3,5;20;130;721;5194
E5-2680;32;8;16;2,7;3,5;20;130;553;5130
E5-2680;32;8;16;2,7;3,5;20;130;697;5137
E5-2680;32;8;16;2,7;3,5;20;130;686;5119
E5-2680;32;8;16;2,7;3,5;20;130;694;5112
E5-2680;32;8;16;2,7;3,5;20;130;678;4425
E5-2680;32;8;16;2,7;3,5;20;130;692;4268
E5-2680;32;8;16;2,7;3,5;20;130;606;5098
E5-2680;32;8;16;2,7;3,5;20;130;770;5558
E5-2680;32;8;16;2,7;3,5;20;130;664;5125
E5-2680;32;8;16;2,7;3,5;20;130;727;5278
E5-2680;32;8;16;2,7;3,5;20;130;441;4606
E5-2680;32;8;16;2,7;3,5;20;130;540;4694
E5-2680;32;8;16;2,7;3,5;20;130;533;4590
E5-2680;32;8;16;2,7;3,5;20;130;753;5391
E5-2680;32;8;16;2,7;3,5;20;130;442;4601
E5-2680;32;8;16;2,7;3,5;20;130;733;5269
E5-2680;32;8;16;2,7;3,5;20;130;565;4612
E5-2680;32;8;16;2,7;3,5;20;130;545;5079
E5-2680;32;8;16;2,7;3,5;20;130;781;5514
E5-2680;32;8;16;2,7;3,5;20;130;788;5547
E5-2680;32;8;16;2,7;3,5;20;130;746;2361
E5-2680;32;8;16;2,7;3,5;20;130;750;2429
E5-2680;32;8;16;2,7;3,5;20;130;713;2952
E5-2680;32;8;16;2,7;3,5;20;130;695;5174
E5-2680;32;8;16;2,7;3,5;20;130;728;4164
E5-2680;32;8;16;2,7;3,5;20;130;732;4255
E5-2680;32;8;16;2,7;3,5;20;130;686;3724
E5-2680;32;8;16;2,7;3,5;20;130;761;4850
E5-2680;32;8;16;2,7;3,5;20;130;444;4536
E5-2680;32;8;16;2,7;3,5;20;130;709;2417
E5-2680;32;8;16;2,7;3,5;20;130;645;2794
E5-2680;32;8;16;2,7;3,5;20;130;740;2366
E5-2680;32;8;16;2,7;3,5;20;130;777;5021
E5-2680;32;8;16;2,7;3,5;20;130;744;5140
E5-2680;32;8;16;2,7;3,5;20;130;695;4919
E5-2680;32;8;16;2,7;3,5;20;130;734;5063
E5-2680;32;8;16;2,7;3,5;20;130;719;4864
E5-2680;32;8;16;2,7;3,5;20;130;743;5420
E5-2680;32;8;16;2,7;3,5;20;130;725;5210
E5-2680;32;8;16;2,7;3,5;20;130;698;5150
E5-2680;32;8;16;2,7;3,5;20;130;666;4702
E5-2680;32;8;16;2,7;3,5;20;130;654;5078
E5-2680;32;8;16;2,7;3,5;20;130;670;5121
E5-2680;32;8;16;2,7;3,5;20;130;641;4720
E5-2680;32;8;16;2,7;3,5;20;130;177;1780
E5-2680;32;8;16;2,7;3,5;20;130;572;4644
E5-2680;32;8;16;2,7;3,5;20;130;712;5302
E5-2680;32;8;16;2,7;3,5;20;130;692;5271
E5-2680;32;8;16;2,7;3,5;20;130;590;4749
E5-2680;32;8;16;2,7;3,5;20;130;589;4783
E5-2680;32;8;16;2,7;3,5;20;130;701;5168
E5-2680;32;8;16;2,7;3,5;20;130;709;5077
E5-2680;32;8;16;2,7;3,5;20;130;530;4453
E5-2680;32;8;16;2,7;3,5;20;130;699;5024
E5-2680;32;8;16;2,7;3,5;20;130;699;5190
E5-2680;32;8;16;2,7;3,5;20;130;724;4711
E5-2680;32;8;16;2,7;3,5;20;130;725;4722
E5-2680;32;8;16;2,7;3,5;20;130;589;4770
E5-2680;32;8;16;2,7;3,5;20;130;591;4773
E5-2680;32;8;16;2,7;3,5;20;130;718;5288
E5-2680;32;8;16;2,7;3,5;20;130;673;5198
E5-2680;32;8;16;2,7;3,5;20;130;192;1220
E5-2680;32;8;16;2,7;3,5;20;130;303;3348
E5-2680;32;8;16;2,7;3,5;20;130;416;3214
E5-2680;32;8;16;2,7;3,5;20;130;729;5220
E5-2680;32;8;16;2,7;3,5;20;130;716;4584
E5-2680;32;8;16;2,7;3,5;20;130;725;4863
E5-2680;32;8;16;2,7;3,5;20;130;786;5531
E5-2680;32;8;16;2,7;3,5;20;130;677;4701
E5-2680;32;8;16;2,7;3,5;20;130;783;5575
E5-2680;32;8;16;2,7;3,5;20;130;747;5336
E5-2680;32;8;16;2,7;3,5;20;130;672;4999
E5-2680;32;8;16;2,7;3,5;20;130;741;5343
E5-2680;32;8;16;2,7;3,5;20;130;598;4888
E5-2680;32;8;16;2,7;3,5;20;130;591;4701
E5-2680;32;8;16;2,7;3,5;20;130;720;3604
E5-2680;32;8;16;2,7;3,5;20;130;771;3787
E5-2680;32;8;16;2,7;3,5;20;130;436;3317
E5-2680;32;8;16;2,7;3,5;20;130;439;3598
E5-2680;32;8;16;2,7;3,5;20;130;627;4346
E5-2680;32;8;16;2,7;3,5;20;130;604;3953
E5-2680;32;8;16;2,7;3,5;20;130;532;4613
E5-2680;32;8;16;2,7;3,5;20;130;600;5057
E5-2680;32;8;16;2,7;3,5;20;130;573;4633
E5-2680;32;8;16;2,7;3,5;20;130;535;4112
E5-2680;32;8;16;2,7;3,5;20;130;586;4819
E5-2680;32;8;16;2,7;3,5;20;130;580;5182
E5-2680;32;8;16;2,7;3,5;20;130;257;3436
E5-2680;32;8;16;2,7;3,5;20;130;593;4804
E5-2680;32;8;16;2,7;3,5;20;130;593;4759
E5-2680;32;8;16;2,7;3,5;20;130;584;4571
E5-2680;32;8;16;2,7;3,5;20;130;693;5252
E5-2680;32;8;16;2,7;3,5;20;130;725;4769
E5-2680;32;8;16;2,7;3,5;20;130;656;5270
E5-2680;32;8;16;2,7;3,5;20;130;651;5084
E5-2680;32;8;16;2,7;3,5;20;130;690;5255
E5-2680;32;8;16;2,7;3,5;20;130;572;4621
E5-2680;32;8;16;2,7;3,5;20;130;719;5259
E5-2680;32;8;16;2,7;3,5;20;130;293;1773
E5-2680;32;8;16;2,7;3,5;20;130;657;4609
E5-2680;32;8;16;2,7;3,5;20;130;340;1125
E5-2680;32;8;16;2,7;3,5;20;130;524;4709
E5-2680;32;8;16;2,7;3,5;20;130;364;2370
E5-2680;32;8;16;2,7;3,5;20;130;560;4111
E5-2680;32;8;16;2,7;3,5;20;130;627;4221
E5-2680;32;8;16;2,7;3,5;20;130;779;5612
E5-2680;32;8;16;2,7;3,5;20;130;769;4968
E5-2680;32;8;16;2,7;3,5;20;130;774;4967
E5-2680;32;8;16;2,7;3,5;20;130;283;281
E5-2680;32;8;16;2,7;3,5;20;130;691;5141
E5-2680;32;8;16;2,7;3,5;20;130;744;5349
E5-2680;32;8;16;2,7;3,5;20;130;762;5453
E5-2680;32;8;16;2,7;3,5;20;130;729;4697
E5-2680;32;8;16;2,7;3,5;20;130;428;3964
E5-2680;32;8;16;2,7;3,5;20;130;744;5364
E5-2680;32;8;16;2,7;3,5;20;130;744;5351
E5-2680;32;8;16;2,7;3,5;20;130;657;5143
E5-2680;32;8;16;2,7;3,5;20;130;657;5132
E5-2680;32;8;16;2,7;3,5;20;130;725;5365
E5-2680;32;8;16;2,7;3,5;20;130;739;4600
E5-2680;32;8;16;2,7;3,5;20;130;704;5060
E5-2680;32;8;16;2,7;3,5;20;130;437;4510
E5-2680;32;8;16;2,7;3,5;20;130;574;1652
E5-2680;32;8;16;2,7;3,5;20;130;681;3064
E5-2680;32;8;16;2,7;3,5;20;130;582;5252
E5-2680;32;8;16;2,7;3,5;20;130;685;5432
E5-2680;32;8;16;2,7;3,5;20;130;438;4524
E5-2680;32;8;16;2,7;3,5;20;130;683;5227
E5-2680;32;8;16;2,7;3,5;20;130;650;2299
E5-2680;32;8;16;2,7;3,5;20;130;656;2321
E5-2680;32;8;16;2,7;3,5;20;130;669;2571
E5-2680;32;8;16;2,7;3,5;20;130;642;5127
E5-2680;32;8;16;2,7;3,5;20;130;561;4491
E5-2680;32;8;16;2,7;3,5;20;130;652;2334
E5-2680;32;8;16;2,7;3,5;20;130;756;5452
E5-2660;32;8;16;2,2;3,0;20;95;597;4075
E5-2660;32;8;16;2,2;3,0;20;95;454;4172
E5-2660;32;8;16;2,2;3,0;20;95;401;3210
